VideoID,label
393,e5a1 d5d7 e7f8 c4a2 c5c4 a7c8 g5g4 b4b5
394,f8e7 b5c7 a6c7 h1h2 c7b5 d5b3 h6h5 b3f7 e8d8
395,c7c6 h1h2 f7e7 a4a3 d7d6 a3b4
396,e3g4 f3g2 g4e3 d6d5 g1h2
397,a2a3 b5b4 h1h3 a7b7 c3d2 b7b5 d2h6
398,a3b4 b3c5 a6c7 h8a1 b4b6 h1e4 c7d5
399,
400,e3e4 c3c8 h2h1 d8d7 g1f2 f8e8 h1h2
401,g6g4 d2c4 g4g7 c4e5 g7d7 e5f7 e6d5 f7d8
402,g7f8 e6d7 e8f7 b6c4 h7h5 g4h5 a4c4
403,b5b6 c3c2 a8c8 c1d1 f6f1 d1d2 f1c1
404,d3c5 e6f7 c5d7 g7g5 f2f3 h8g8 b1b3
405,d6d5 b7b5 d7e6 b1d1 c6b5
406,a2b2 f3f2 b2c2 d7d6 b1d2 f2f1 c2b2 e3c5 a1b1
407,h1g2 f8e7 g2h1 b5d3 h2c2 e7g5
408,g4h3 h1f1 e7f5 b2e2 g8e7
409,e2d2 b7d5 c2b2 a6b8 h2h3 h8f8 h4f5
410,b5a4 d2b1 f2d3 e1d1 c8e6
411,e4d5 d1e3 g4g5 a8b8 a4a2 c1d2 g5e5 d7h3 e5d6
412,e2d2 b3b1 f1c1 f5g5 h3f1 b4b3
413,g8h6 a1d1 h6g8 h1h3 f8c5 g2g3 g8e7 b4a5
414,c5c4 f7d6 e2h5 h1h3 h5g6 h3h1 g6f7 g2h2
415,c7b8 c3a2 b8c7 e1f1 b4c6
416,h4g3 a4c5 g8h6 c5a6 c7e7
417,d8e7 b1c2 h5h8 g7h8q e7e6
418,g8f6 d3a6 g4e5 c6c7 e8f8 c5c6
419,g1c1 a5b4 h3g1 g8h8 a2a3 e6d5 a3b4
420,d2e3 f7f5 e4f5 h6h5 e3f4 g8g7 b4c2 e7e6 f1g2
421,c5c4 g6g7 a1a2 f3f2 a2b1 b6b7 f8d6
422,g5g6 f7f6 c2a1 h7h5 b1d2
423,f8g7 e2e4 e6c8 a1b1 b8d7 d6b6 d7b8 b1b3
424,f1e2 g3g2 e2f1 g2g3 f7f8
425,a7b7 e1e2 b7b4 f1e3 b4a4 a1a3 a4a8 h3h1 a8f8
426,e8d7 a2b2 g6g7 e6e2 g7f7 e2e8 c1f1 e8e3
427,c6c5 d2f2 a8a6 c7b7 e6e7 f2g2 d7c7
428,e5f6 h5h7 d2c4 h7e7 f6g6
429,a5c7 g8f6 c7d8 e8d8 e1e2 b7b5
430,d4d5 e4e5 e1c2 h6f7 c2a1 e5d6 a1b3
431,b1b4 b8c8 d6c4 c7e7 c4d2 e5e4 g2g1
432,h3g5 c7c5 f2f3 g7e5 g5e6
433,f1g2 e8d8 b6c8 d7b5 g5f6 e3f5 f3f2 f5g7
434,a1b1 d5d4 d1e1 f7f6 c2c3 c7d8 e2c1
435,e3f2 g3g2 b6b5 d6e7 f5f4 e7b4
436,g8e7 d7a7 c8d8 f4e3 a5d5
437,e7d7 f2f7 d7d8 f7f8 d8d7 f8g7
438,f1h3 a3a4 h7h6 e3c1 a5f5 d1e2 h6h7 c3e4 f5e6
439,f8g6 b7d6 f7f5 d3d4 e6f6 a2a1 c7b6 a1a3
440,c1a3 e6f7 e1d1 f8e7 g5e7 a7a5 e7c5 c8d7 d1c2
441,d1e1 c6c5 e1d2 g8h7 e7f6 a3a2 f6f7 h7h6 f7g7
442,c5c4 f7f8 d4c3 d7d8 c3b3 d8a5 c4h4
443,a3c5 a1c3 d2c1 g6h7 c5a3
444,g4g5 f8c5 d2d3 c1f1 e2d2 f1b1
445,f5g5 c2d2 d6e7 b3c4 f6h6 h8g6 d8d6 d2a2
446,c1g5 b7d7 g5h4 g7h7 f5f6 h7h8 h4g5 b8c7 f6d6
447,a8e8 b4c5 g4h3 b2b3 h3f5 c1a2 h6e3 e2g4
448,g8e7 f2f3 e3b6 f3f4 h8f8 e2d1
449,c6d6 c7d5 f7g7 d3e2 d6d5
450,h7h5 e3f3 f6e5 e1d1 h5h7 f1g1 g8h6
451,e3c5 c2b3 c5g1 e8d8 g3c3
452,e1e2 h5h4 e3e5 e7e8 b5a7 d6d7 d4a1
453,c5b6 e8f8 b6a6 e5f6 g1h3 f6f3 c3b5 d7d6
454,a7a6 d3d4 b8c8 e4a8 g6g5
455,d6c8 c2f5 c3d1 h4h7 c7d6 f5e6 d6c5
456,g3c7 e7e6 c1e3 b7a6 g1f3 d5c3 c4c5 e6e5 c7b7
457,b1e1 c2c3 c6c7 g3f5 e1f1 c3d3 f1h1 f5g7
458,a7a6 g2g1 g8h6 f3e5 h6g8 e5c6 e2g4 f1g2
459,d1h1 e7e5 e2f1 f2e3 b3a4 e3e1 a4b3
460,e2b2 a5a4 h4h5 a6b6 b2b3 b6c6 h2g4 d8e7 d1d2
461,b7b8q f8f7 b8e5 a7d7 e5h2 f7e6 h2h6 e6d6 h6h8
462,d2b2 c7g7 c4d3 g8h8 c3f6 b7a8 f6g5 g7f7
463,b1a1 e2d1 e4e3 d2e1 e7f7
464,g4e2 g1e2 b7b6 b1c1 c7c6 a5b6 a7b6 a6b5
465,f7f6 a1c1 b8a8 d3b5 e5f4 b4d4 c7b6
466,a4c5 a6a5 c5b7 e7f7 a2c2 f7f6 d5c5
467,f5g6 d1f3 g6h5 f1e2 f7f5 e1f1 e5d3 g2g4 f5f4
468,a8a6 b1d2 f5g4 h3h2
469,a6b5 h4h2 h7h6 c1d1 e8c6 a3a4 g4g3 d5d6
470,e1e2 h1h2 h8h6 c1b2 e2h2
471,h6g7 c2c5 g7f8 c5d5 e4e2 b3b4 e2d2
472,e8d8 c1d1 d7d6 g3g4 c8g4 f3e4
473,d5d6 a3b3 e2f4 h4f5 e6f5 b3b2 a7a5 b2a2 f7d8
474,h3f4 h7f7 h1g1 c6c5 d4c3 a8a6 e1c1
475,d3d4 e4g3 e3e4 e7e5
476,h4h3 e2e3 c8f8 g4g5 a4b5 g6e8 g8h7 e1c2
477,a1f6 e7e6 d2d5
478,e2e4 b4c4 b6c7 c4c5 e4e3 e5f6 e3g3 f6e5 g3f3
479,g7g5 a1e1 c7c8 a3a4 a6a7 d3c2 c8c7 e1e4 e5d4
480,c1b1 h7g8 h2g2 d5g5 g2h1 e3h3
481,a1b2 a8a6 h7b7 f5f4 b7b4 a6a5 b2b3
482,g7g6 d2c3 e6d5 e4d5
483,e7e5 d3d4 b7b5 f1g1 c8f5 a1b1 g7f6 f3h2
484,f8e7 d1c2 h1f1 f5f6 e8d8 e1b1 f1e1 b2a1
485,c2c4 d8e7 d2g5 c7c5 d6f4 a8a7 b2b3 f3g1 f4b8
486,d6d3 d2d3 c8c6 f2h2 f6e7 h3f2
487,f1h1 d4d1 h1g1 b7b8r g1g2
488,d1e1 e7d7 d2d3 d8f8 d4e3
489,d4f4 h5h6 f8b4 a4b2 b4c4
490,f8e6 d8e8 e6c5 a6e6 e3d2 e6e4 a1b1 e4e1
491,c2e2 c4a4 e2e4 a4b4 e4e2 b4b3 a1c1 e7d5
492,b6a4 d4c5 f6e7 h6g8 b4c4 c2d3 b8d6 c5d6 c4c2
493,d6d4 g7g6 f1a6 g6g8 h1g1 e5f7 a6c4
494,c1d2 f5g6 d1c1 b4d4 d2c2 d4d6 g5f7 e2f4
495,h4g6 d2c3 e8f7 c3d4 g6h4 d4h8 f7g6 e3e4 a7b7
496,g5g4 f3e2 b4d3 f1e1 f8c5 c3a5 e8e7
497,d6e7 c4c6 e7f6 c6a4 d1d2 b8g8 f6h4 a4a2 d2f2
498,d1b1 g7h6 c3d5 e7d7 d5c7
499,f5g5 b4b7 h6g7 c4b2 g5d5 f1f4 a6a1 d1e2
500,b4c3 a6c8 c3b2 b5b4 e1d2 b6d6 b2d4 h8h6
501,
502,f4d2 e6c8 d2e1 d8d7 a1a3 d7g4 d6d3 b8d7
503,e3e4 h7g7 h2h3 d3f3 g2c2 g7f7 e4e5
504,f7f6 e4d5 e6d5 a3c3 d5b7 f3d1 c8d7
505,b1b2 g6f5 e4e1 f8g6 g2h4 f7d8 b2a2 b4d6 e1f1
506,a2d2 h8f7 d3d4 e8c8 f3e4 c8c6 g5h3
507,f7h5 e1f1 a8a7 f5g4 h5f7 g4h3 f7g6 h3d7
508,h2g1 e7c8 d6f6 h8f8 c5c6 c8a7
509,e6f8 b5c4 d6a6 b7b8 a6e6 b2a3 e6e8 b8a7
510,b5c4 h7h2 b2c3 f1g3 f8g8 g3f5 c3b4
511,b3a2 g5g4 c2b3 g7e5 a2d2 a6a5 g3h4 f7f6
512,g5d8 h6h1 c6a4 a3b3 d4e3 c2c1 e3e2 b3a4
513,h8h6 d3c3 e7d5 c3c4 f8a3
514,c6a7 h6h5 f3g5 f7e8 d6c5 e8d7
515,d1e1 h7h6 b1d1 h6h5 f4g3 d8e8 d5d6
516,f8f4 a4b5 d7c8 b2b1 f4f1 b1f1 e7f5 g1g2
517,a7a6 b1c3 e8e7 f4e5 a8a7 c3d5 e7e8
518,a8a7 e6d7 c6c5 d7e8 a6a5
519,b8c8 h4h3 f5f6 e4e3 f6f7 c7e7 c8c7
520,d7c6 h2f3 b7a5 d5d6 e7d6 f3d2 c6g2 d2f3
521,b1c1 e6h3 f8g7 h3c8 b2b3 c8g4 f2f3 e8d7
522,d8d6 a2a6 d6f4 a6a1 f4f5 e7c5 f7e8 a1a7
523,a7a5 d6d5 a5a8 g7h7 a8d8 c6b7
524,h4h3 e4f4 g5e5 d7f6 g7h8 c4a3
525,d8e7 h7g8 c5c6 a6b5 g1e2 b5b4
526,b3f3 c6e6 c4b6 h6h8 c2c4 e6e5 d4e5
527,d4c5 b3d5 e4e3 b5b4 f2g1 d5a2
528,a7c7 g1e3 d5f6 e6d6 d2d3 a8a6 g2g3 d6e6 d3d4
529,b3b4 a8b8 b1b3 b8c8 b4c5 c8d8 b3b4 d8d1
530,g6f7 d1f2 c8d8 g3h3 h8h7 f2g4 b6c5 b1b3
531,d2d3 g3h2 e1e2 f5e3 b2d4 e3c2 d4e3 a3b4 e3c5
532,f6f5 b5c6 e6d6 h4d4 d8e7 d4d5 d7e6 d3d4
533,h8g6 g1f1 g6f4 f1f4 c7d7 b2c3 d7e6 e2d2
534,f8e7 e2f3 e6d7 d3f1 a8a6
535,e4e3 f3f4 g1g2 b1c1 c7b7 h1h2 g7h7 c1c2
536,f7d6 e1f1 e8b5 f1e1 b5d7 b4d2 b7a8 g4f5
537,e5b8 b5a5 f7g7 a1e1 e6h6 e1b1 h6c6 b1a1 b8d6
538,c2e1 g6g7 e5d5 h5g4 d5d7
539,f8h6 c3c6 b7a7 d2b4 a8c8 a3a2
540,d4d5 h5h6 g1f3 a7a5 d2a5 d8c8
541,c5e3 d5c6 f7f1 b2c1 e3b6 c1e1
542,g3f3 e7f7 f3e4 e5f4 c3a4 b8a6 f2e1 e6g6 e4c6
543,e6d7 h1f2 g5d5 f6h8 h2g1 h8b8 e2f1 b8b1
544,e5c6 b7a8 a3a4 f5g4 c4d2
545,c7c8 g4d1 f6f5 b2b3 d6e5 e1d2
546,g4d1 b6b5 f4e6 h7h6 g3g4 g2g1q g4h3
547,g1c1 a7a6 e2e3 a6a4 c1e1 h6h5 e4c5
548,e2f3 h8h7 a1e5 d5d4 e5g5 c7c6
549,b4d5 e3e4 h8h7 g2g4 a5a4 c1b1 a8a5 b1d1
550,g6h5 e2e3 g4h3 g8h6 h5h6
551,c8a8 b2b3 d8e8 f4e2 a8c8 e6g6
552,a3b4 c3b4 h2g2 b4a5 g2c2 e1f1
553,e2e3 a8b8 e1c3 f8e7 f5g6 b8b7 h3f5 h8g8
554,d4d7 e8f8 e3e4 f5f6
555,c3d5 f3f4 d5b4 h4h5 b4d5 f8e8 g7g5 e8f8
556,a1b1 d6d7 b4b5 a8f3 h8h7 c5c4 h3g3
557,d5d4 b8g3 b5c7 g3f4 e2f2 f4h2
558,d8c7 c3c4 b8b5 b2b3
559,d2c1 h4f2 e3e4 d1b3 e2a2 f2g1 e4d4 b8d7 a2e2
560,a3a2 h6h7 e1f1 g5f4 a2a4 g7f6
561,b6d8 e4e5 g4f3 d3c5 f3b7
562,d3f5 a8f8 e1f2 f8a8 g1e2 e7f5 d6d7 f5h6 h5h3
563,e3h3 g4h3 e2e1 h3h2 g1f3 c5c4
564,b1d2 f6g8 d2b3 d7b7 c1a3 d8e8 a3b2 g7f6
565,g7g8 e2e3 d2d3 g6f4 d3b1 a3b1 f6f5 g2f3 h8g7
566,f7g7 f2h2 g6b6 d2c1 b6f6 c1d2
567,c3b2 f6d7 a3a4 b8h8 b2b3 h8b8
568,a2a1 h5e2 f1e2 h3f4 a1a3 d6e6
569,b4b3 c1b2 c5a3 d5d4 d8c7 h1h2 a3d6
570,g8g4 d7b5 e7c6 f4f3 a8c8 b5c4 g4h4 c3b4 b7b8
571,e1d2 d4e3 d2c2 d7e8 b4b5 g2g1
572,a4a3 e2h2 a3a4 h2b2 c6d4 b2a2 e7f6 d6f5 d4e2
573,d2e2 e6g7 a6b6 a8b8 c4a4 g7f5
574,c3d4 c8h8 d4c5 g4h2 e7e5 h8b8 h7f8 d1c2 c5d6
575,g8f6 d4f6 f4e3 f6c3 b8b6
576,e8d8 e2c4 e7d5 h1g1 a6a5
577,h3g3 c6c5 g3g6 e6f7 g6f6 f7e8 e3c5 e8d7 c5d6
578,b2d2 c8e8 h1h2 c6b6 e1f2 b6b7
579,d1b1 g5f5 h3g4 d8e7 h2h1 c7c8
580,e7e8 h3g1 d5c4 a1e1 a3b2 f2g2 b7b6 e3c1
581,f6f5 f2e4 g7f6 h2g1 f6h4 c1b2 h5f4 a5a6
582,b5b4 g1f3 b4c3 c2c3 f6g4 d2c4 d8d4 c3b3 a8c8
583,e7f7 b2b3 f7b7 d2e3 f8h6
584,h6g5 e2d1 d8e8 e1c3 g5e3
585,a5d2 e3e4 d2b4 a4c3
586,c4d6 h7h6 g2d2 d8e7 e5g4 f6g7 g4f2 e7d7
587,c1a1 f3g3 h8c8 b2c3 c7b6
588,f6e7 e4e5 c6b7 g4h2
589,d1d2 f7g6 f4g3 f8h6 f3d5 b8c6 d5e4
590,f4f3 a3c2 f2e1 c7d6 d1e3 d6c7
591,h2h1r h7g7 f8g7 c7d5 h1h5 d2c3 b8d8
592,e3d4 e4e3 g4g5 e3e2 h4g3 b8c8 d4e5 c8b8 b5a6
593,h1e1 d2e1 e7f7 f3g2
594,a3c1 h5f6 g4h3 g5h3
595,d4d5 a8c8 g8g5 d8c6 c3d1 h1d5
596,f7e8 b8d6 e8d8 h4h1 a4d1 d6c5 d5c4
597,c6e7 c2f5 g7g5 e3d4 f1c4 c3a4 c4d5
598,d2c3 f4e3 d1c1 c7c5 b5a6 e3h6 f3f4
599,c6b7 a6a5 d7e8 a3a4 g7f7 e1d1 b7d5 c3d5 e8d7
600,a6b8 c2d3 c8c7 g2g3 c7c2
601,e2e3 g5f4 b4c3 d7e6 h2g4 e6d5 h1h3 b6b5
602,d5a8 e7f8 a1b1 c5d4 b1b2 f8e7
603,h4g2 g8b8 g2f4 b8b5 d3e2
604,d2g5 b7c6 b4c5 c6b5 a3a2
605,c1f4 e6g4 e4f6 c6c5 h4h5 g4h3 d6c8
606,c4f7 g2h3 a7a4 d2e1 g4h2 e1d1 f7a2 h3a3
607,e8e7 f1e2 d7c8 f3d4 e7d8 d2c1 b4d6 e2g4 g5f4
608,c1d3 e1f1 g4c8 a8c8 d3b2 c8e6 e8e7 e6g4 b2d3
609,e5f4 h3f1 b8d7 c1e3 a6e2 a2a3 a8c8
610,a2a1 e6e5 b1c3 f7g5 g6d3 c5e6 a3c2 g5h3 d3e4
611,d7f8 c4c3 f8e6 h6g5 e6c5 a7a8 a1b1
612,d4g7 b6c5 e3c3 c5b6 c3c1
613,e5d5 g2f1 a8e8 d3b2 a1a5 g1h1
614,h3h1 f6a1 h8h7 a1g7 h1g1 g7e5 b8a8 e5b2
615,f6f5 d4d5 f5e5 g3g7 e5f5 g7g8 d7b8 g2g3
616,e7f8 d4c2 h4h3 g1f3 g4g1 f3e1 g1g3 h2g3
617,g2g3 g8f6 f3e4 e8e7 f1e2 g7g6
618,c8b8 e1f2 b8b6 f2f1 d8d7 f1f2 a6b4 h7f8 g8e7
619,e5e2 f7h7 e2f2 f8f7 f2h2
620,h2g2 e7f6 e4d2 g4e6
621,f7e8 c5a5 a3b2 a5b5 f8f2 e2e1 e8g6 g8d5 b6c8
622,d3e4 c8g4 h4g6 h7h8 a2c2
623,b7c8 c5c6 d7e7 c6b6 g6g5
624,e2c1 e4e3 f2g2 a5b3 h1h2 a6c8
625,b3c2 b7c8 b2b3 c6a7 g5g6
626,b8a6 d1d2 h3g2 d5a8 g2f3 g4f5 f3e2
627,a6a5 d5g2 d8d5 g2d5 e6c5
628,d5d6 h5g4 e3f2 h6h5 a4c6 g7h7 f2g3
629,c3c2 d8c6 c2c5 c6a7 a6a5 b3g3
630,h6f7 d4c3 h8h7 d1b3 d5d4 c3b4
631,e7d6 d1e2 d6h6 e2h2 h6h4 e1d2 e4f3 a4a5
632,e6g5 b4b3 g1h1 g7g5 g3g4 d7e6 f2d3
633,f1c4 f8g7 c3b5 d7b5 f2e2 b5c6
634,g4e6 b2e5 b5c4 e5d4 e8f7 d4g7 f7e8 a5a6
635,b6b5 b1a3 g6g5 f2f4 g7g6 e1d1 h6f5
636,g4h5 d5c4 f7d6 f8d6 b1g1
637,e8d8 h4h5 c6d5 e4d4 d5g2 b1d2 b8c8 h1h3 a6b7
638,a1d4 c8a8 d4c5 a8a7 f1g2 g3h2 b5a5 c7c8
639,c4a5 b7c8 e7d8 h5h6 a5b3 c8b7
640,c1a1 e6e5 d2f3 d7c8
641,b5b4 a1b1 d8f8 f1g1 f8h8 a4b2
642,h6g7 f6f5 f3h5 c5e7 g7f8
643,g7e5 e2h5 b1a2 h2h1 e5b2 a1b1 b6c6 h5g6
644,c6c4 e4e5 f8e7 f4e4 c7c8 g1e3 c4d4 b2c1
645,f6e5 f2g1 a8b8 a2a1 d1f3
646,h7h6 g1f1 h6h5 f1e1 f8h6 h4f6
647,e2f3 g7g8 b2b4 h6g4 d1c1 a6b5 c1c2 g4f2
648,b1b2 d4d3 g5f6 e4f3 g1h3 h8h7 h1g1 f3h1 a1c1
649,e4f2 b8c8 b2b3 c4b3 c3b2 b5d3 c1d1 d5d7 e1d2
650,b3d4 g3f4 d4e2 a8b7 a5b4 f4h6 h5h4 c4c5 e7f7
651,e1e2 b6a5 b1a3 a8c8 b4b5
652,c8b7 b2b4 d7d3 a3b1 d3d4 e1f2 b8d7 h3a3 h6g7
653,g8g7 f3f4 g5c5 b2c2 c5d5 f1d1 g7f8 d1b1
654,d2e3 d4e3 c1b1 h5g3 g5f3 g6g5 f3e5
655,h1h3 b8e5 e2d1 d7d6 d2b4 e5g3 b1a1 a8b8
656,d3b5 b7a7 b1e4 a7c7 f4e5 c7b7 c3c4 b7a7
657,g8h6 e2e3 a7a8 b2b3 d7c6 b3b4 e8d7
658,f2f1 h8g8 d1e3 c5b4 f1g1 g8h8 e3g2 h4g5
659,g4f3 d4f2 d5c3 a5b5 f3e4 e2d4 b8a6 h2h1 c7b8
660,g3g2 h8e5 e4d3 e2b2 e7e6 b2g2 d3b5 g2f2
661,e6d5 h3f3 d6c6 c1c2 g6e5 c2d2
662,f5d3 g6f4 b8c8 f4g6 c8b8 a1a2
663,e4d6 d8d6 b7a7 d6c6 c5g1
664,h4h7 g1f1 e3d4 a6c4 c8d7 c4d3 d4e3
665,c7c5 e2e3 e6f7 e4d6 b7b5 f2f4
666,g2f2 g3g2 d1c2 f7f5 c2d1
667,f5g6 e8f8 g1e2 h8h6 a6a4 f8f5 e1d1 g8e7
668,e3g4 f4g3 d1d2 g7g8 h1f1
669,a7a5 h2h1 a8a6 d4e3
670,e1d1 c8f5 e2e3 f5c2 d1c2 a8a6 h3g5
671,a8a7 d3d2 b8d7 b3a4 e8e7
672,b1a1 c7b6 g2f4 d2c1 f4h5 d8c7 a3a4
673,h8f8 f1e2 d8e7 f3g1 e7d8
674,h1h2 h3f2 d3b1 h7h5 b5b4
675,h2h3 e6e8 g4c8 e8e6 d4c4
676,h3h6 b3b2 h6h3 b4d3 d7f6 d3e5 h3f3
677,d2h6 b5g5 c3a2 f6h8 h6g5 d7b8 c2c1 b8c6
678,c6a5 f4f5 d5f6 g4g3 c4c3 d2c2
679,c5b4 a5b4 a7a8 h8h6 e3c1 d7d6 c1a3
680,d7f7 c3b5 g7f8 g3e3 f7b7 e3e4 f8e7 b5a7
681,d2d6 d8g8 e6f6 h3f1 a5b4 f1h3 e3e2
682,h4f5 c6b8 f5e7 b8c6 h6h5 a1a6 c5c4
683,d7b5 e3f2 a8a7 f2g1 g8e8 g1d4 a7a5
684,d4e4 f3d3 g4h3 a3a4 g8h6 g2h3 h7g7 d3d4
685,c2b3 g6e4 g3g4 d4a4 f1b5 e4d5 b3a4 d5c4 a2a1
686,c2e3 a2a1 h6h5 e4e5 e3c2 a1b2 d2d3
687,g8h6 c6b5 e4d5 e2e4 a7a6 f3g3 h6g8 b5c4
688,f2f4 g6f8 f1e2 h3h2 c2d4 f6d4 e2d1 c5c4 d1e2
689,c3a2 a4b3 d3e3 d7d6 h4h5 d6d5 c1f1
690,e4f6 c7b8 h2h4 c4a2 d1c1 g5f6 e2e5 g7g8
691,c6f3 f2g1 e7f8 d1d5 a6b4 c2c4
692,g5g4 e4c2 g4h3 f3h2 f6h7 c6h6 d7c8
693,b8a8 d2c3 d8e8 f5e3 a8b8
694,a7a6 f4f5 d7d8 g3f2 d8c8 b2b4
695,e5e4 b3b5 g7f7 d2d1 d6d5 b5b8
696,c7c8r g8f7 g1h1 h8g8 c8c7 f7f8
697,h4h5 e3d1 f2f3 f7f8 f3e2 g4g3 e2e1 h8h7 f1c4
698,a7a6 e2e4 a6a8 a3e3 b6b5 f1b5
699,d3b5 e6e4 b5e2 e4a4 f5g6
700,d7b8 c1e3 b8d7 b1f5 g5f4 e2d3 h7f6
701,d3c4 d8f7 c4f1 b4c4 c1d2 c2c1b e3f2
702,d8f6 a1d1 a8c8 d3c4 f6d8 c4b4 d8f6
703,c6d8 d1c2 f4d3 b1b3 c5c4 a3a4
704,a1b1 e8f8 h1h2 g8f6 d2c3
705,g4h4 f7a7 g5g6 f1c4 c1b2 h2h4
706,e3f4 h5h4 f4f2 c5e4 g1h3 e4g3
707,d1c1 e7d8 a1a2 d7f5 c3e1 c5a6
708,b6b5 h2h1 c7c6 c1d2 h5h4 d1a1 d6d5
709,b7a8 a3c4 e8d8 h3h1 d6e5 c3e3 e5g3
710,d2e3 f2e2 e3a7 h4h5 h6f7 a3a2 a7f2 h5h6 c7c5
711,b3g3 g8f8 g3g5 c6c5 g5e3
712,d8a5 a1a2 a5c7 d1e1 c7e7 g3g4 b8c8 a3c4 f5d7
713,d3d5 f8a3 h1h2 a8a7 b1a3 f6g6
714,g1g2 c1c7 e7f8 d4c2 f3f2 c7d7
715,d6c7 a1h8 d5d4 d2b1 c7c6 b3b2 c6d6
716,g2g1 c7c5 h6g7 d8c7 d4c5 a8b8
717,e8d7 g7e5 h8h7 e5d6 c6d4 d2a2 g3d6 h1h2
718,a6b7 c1b2 g8f6 e2f3 b7c8 c3c4 a8b8 b2c3
719,d1a4 c6c3 e1d1 c3b3 d1e2 b3c4 e2d1 c4a6 a4b5
720,g4h3 h8h7 d6b7 e7g5 h6f5 g7g8
721,d5f7 g7f7 h8g8 a4b2 g8f7 c1c2 e3e2
722,b7b6 f7g5 c8b7 h3g2 e5h2 h1e1 c5c4
723,f8e7 g3g2 c6a7 g5f4 b6b5 f4g3
724,d4d5 c6e5 f2f4 a4b3 g1h3 e5g6
725,d1c2 f5f6 c6d7 c7a6 c2d3 d8a5 d3c4 a6c7
726,c7c8r d8e8 e3c5 e4d3 c5f8
727,e2g3 c7c6 d1f3 d8c7 e1d1 c7b6 c1b2 b6d4
728,c4f1 b5c4 b8b5 g3g4 f1c4 f3g2 c4e6
729,d6e6 b4c5 b8a6 f2f1 a6c5 g2g4 a5b5 f4e5
730,g7g8 d8b8 b6a6 f5f6 g8g1 e3f4
731,g1h1 h5h4 a2b4 d8a8 b7c8 e8c8 b4c6 d4d7 c3g3
732,f3h4 f7g8 d3c4 f5d4 b1d2
733,c7b5 b2c3 a8b8 d3e2 b5a3
734,c8d7 f5h3 g8d8 f2f7 d7c8 h3f5 d4g1 c6d8
735,h6g4 c1g5 a8b8 c3b3 e8d8
736,f7f5 e4f5 b7b8 f3e2 g7g6 b1a1 b8b6
737,h4f4 e6f6 f4c4 f2g3 a3b2 f6h6 h7g8
738,d5g5 e2g4 f4f3 e3e4 a6b8
739,h7g7 h4g5 c7d7 e2d1 e7g8 g2g3 g7g6 g5f6 g6f6
740,c4a2 e7g8 g2f2 c8c7 c2b1 b8a8 b2b3
741,b2a1 c6c8 d6d5 c8c5 d5f5 e4e3 a1d4
742,c4c3 b8b7 f5e4 f2e2 e7g5 b7a6 c3b2 a6f6
743,e3c3 c7c6 e1e2 h8h6
744,c3d5 f6e5 a1a5 b7a8 d1f1 d2c1r f2g1 h8h4 a5a3
745,f5f1 c5c1 g5f3 a1a5 b2b3 e8d7 h2e2 c1c4
746,f2d2 e7d8 d2d3 c7c6 d3d4 d6c5
747,h6f7 f5h6 f7g5 g1h3 f8g7 a5b6
748,b5a7 f7f4 f2e2 e8e7 f1h3 f4f8 b1f1 e7f7
749,e5h8 e1f1 h8g7 a1e1 f2e1n f1f8 g7f8 a4b5
750,a3b2 b6b5 b1a3 f6f5 c8a6
751,g5f3 e4d3 f3g5 f2g3 a2a1 d8e8 a5a6
752,d3d1 g5g4 d5e6 d8a5 e6g4
753,d6c6 c1c3 d3g6 a2a4 g6c2 c4b2 c6b7
754,c3c4 b5b4 d2c2 c6d8 c2b2 h6h5 a1a3 g8h7
755,g1h2 g7g3 e2c3 g3c3 c6a8 a1a2 h2g1
756,e2e4 a6a5 d1b3 c5d4 a3c2 f8h6 h3g2
757,g6f6 g2e2 f6e7 g1g2 d7e8
758,f3g2 e4d6 e8f8 d6b5 g2e4 b2b3 f5f4 c4b2 g3f3
759,f2e2 g5h5 b2b1 g4g5 e2e1 g5g1 e1d2 g1g5 b5c6
760,e1f2 a7g7 h2g2 g7a7 g2h2 a7f7 f2g1 d8d6
761,h2h1 g7e5 c6c7 e5g3 c7c1 a6d6 b1a1 g6g5
762,e6f5 d2d3 f5f8 h3h5 h7h6
763,b8d7 f3e4 a6b7 f2f4 e7c5
764,a4a3 e1f1 a6b7 b1b5 d8f7
765,f1e2 b1g1 e6d4 e3f2 d7d6 h5c5 d6d7
766,c7c8 f3e2 c8d7 h2f2 f8d8
767,
768,h2h4 e8e4 h8b2 e4e5 h4f4 e3d2 f4f6 d2e3
769,
770,a1a6 e8f8 c1a3 f8f5 a6e6 e7e6
771,a8a5 f3f2 a5a7 f8h8 f1g1 f2f1b
772,d2c4 b8a7 a3a4 a7b8 c4d2 e7e6 d2f3 h6h5 f3h2
773,c5e3 g5e3 f8e7 d3d4 g8g6 d5f4 g6g8 d1e2
774,f8g8 f2g2 g8h8 g2g7 d7d8 b2a2
775,h1h2 b4c5 f3g1 a7a6 h2h3 c7c6 e3e4 g8h8
776,f1e1 a8f8 b1a1 a6b7 e1c3 f8f4 c3e3
777,h6f5 g1h3 f8g8 a3a4 g8h8 a1a3 h8d8 b2e5 b7b6
778,d3a6 e8d8 g2g3 c7e7 d1c1 e7b4 e2e4 b4d2 b1d2
779,f7e6 f2f4 f6h5 a1b1 e5d4 b2c1 d4b6
780,g7g6 c1a3 d7e8 a1g1 e4d2 g2g6
781,g3g7 c2e2 g7g2 e2g2 h6h7
